text,airline_sentiment,label
your employees at BWI have been amazing!,positive,2
you have to service your remote controllers on my flight I watched equalizer movie THREE times because my remote was stuck,negative,0
yes I filed a claim amp hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep amp no reimbursement.,negative,0
wasting time at baggage claim thanks to your dfw ground crew who checked my bag in without actually checking for space #frustrated,negative,0
"Yes. It was the airport person who told me the bag was still in Nashville, when I filed the claim. 12",negative,0
Are departing flights from Boston heavily delayed? Flying out tomorrow morning ...,neutral,1
Landed at MCO before 9am and still dont have my bag. You were supposed to give it to Disneys Magical Express this AM.I am livid!,negative,0
how come you dont have an iPhone app? Still using and making me waste paper.,negative,0
done,positive,2
your IVR hung up on me because of high call volume? I need help. Call me,negative,0
"flight 1041 to Savannah, GA",neutral,1
and when will one of these agents be available to speak?,negative,0
What is that!? Why even bother catering dog food that no one will eat ?,negative,0
"love the changes in the lounge cheese, veggies, olives in addition to the crackers and snack mix,",positive,2
OMG ANSWER YOUR PHONE I HAVE BEEN ON HOLD FOR 1.5 hours. Cancelled FlightED FLIGHTS SUCK,negative,0
Im a first time solo female traveller and its pretty scary being in a foreign place not knowing where your belongings are...,negative,0
"no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance",neutral,1
I did amp was told I asked to many questions. bag might still be on flight 413. Should be easy to check when it lands in Seattle.,negative,0
You Cancelled Flight my flight and theres no way to rebook on the website or app? I have to wait 35 minutes on hold? #fail cc Delta,negative,0
Hi if a premium ec upgrade was paid for amp then a mileage BF upgrade done is the prem Eco upgrade fare refunded?,neutral,1
Can you please follow so I can DM? Thx!,neutral,1
Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine!,negative,0
International,neutral,1
your phone service sucks,negative,0
Tomorrow wouldnt have been soon enough! Thank you for the info!,neutral,1
thank YOU for your kindness. Your agents went above amp beyond to get my stranded family home.,positive,2
Y do U not reply to customer refund forms??????????? #unitedairlines,negative,0
"Stuck in Miami, and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time wAA",negative,0
doesnt work on my flight. Just fyi.,negative,0
he loved the #natural #beefjerky snacks,positive,2
STLBOS flight today was Cancelled Flightled. Online resched form gives an error. On hold for past 90 min. HELP! #terribleservice,negative,0
Glad to see you know how to keep the money in your own pockets. Thanks for the voucher in return for lost bag.,negative,0
yes I can pay out of pocket that us not helping me for loosing my first class ticket to coach. I want resolution or a comp,negative,0
2 days and 3 planes with mechanical issues? Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!,negative,0
my sisterampbrother in law need to get to Florida desperately flying w is there anything you can do?,neutral,1
so you are saying that customer care does not report to anyone? Their response is humiliating for a company that serves the public.,negative,0
do you have an email??,neutral,1
I take it as a compliment that I was mistaken several times as a member of your staff on my flight... time to remove my scarf,neutral,1
thanks so much!,positive,2
I just DMd you!,negative,0
"flight 623 den to phx flight attdt decides to stay downtown and be an hour Late Flight so entire flight delayed, she better get fired!",negative,0
has an United flight ever been on time. #americanisbetter,negative,0
system failure again bad trend. Software projects are like flying an airplane theres no such thing as an emergency takeoff.,negative,0
"usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!",negative,0
southwestair TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isnt enough. #freedrinkcoupons,negative,0
i understand that but i should still be able to view my reservation online....,negative,0
everything for sorted out. Thanks for the help. Excited to get home tonight!,positive,2
"CEO Gary Kelly, We are Americas most loved and most flown airline! #SouthwestRally #BWI #bestemployees #swaculture #swapic",positive,2
Id go to Australia to enjoy the land down under! Always been on my bucket list! #FlyingItForward,neutral,1
"yes it is partly used, the delewr is used, the return flight was Cancelled Flightled due to technical glitch in operations",negative,0
Thanks for calling me about my 1000p redirected flight at 1007p. #SmoothOperation,negative,0
do these scavenger hunt locations have anything in common because Im playing detective trying to figure out the one for ATL.,negative,0
"call the number listed? sure! by next Friday, I should get a real live person on the line",negative,0
you are the actual worst. You have zero respect for your passengers. Im officially done flying with you.,negative,0
thats the 1st sorry I received from your company. The least you could do is fly us home early at no extra charge.,negative,0
According to your costumer support your website is holding my money hostage and you cant do anything about it..,negative,0
really needs to start upgrading their planes. No TVs amp then the inflight wifi is currently unavailable #UnitedAirlines,negative,0
"AndrewWasila Were sorry you were uncomfortable, Andrew. What can we do for you? SMA",negative,0
formally requests LBAirport and LongBeachCity to establish customs facilities for international flights,neutral,1
jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,neutral,1
I tried that before using Twitter. Also gave me no helpful information. Thank you anyway,negative,0
please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.,negative,0
myself and 2 others,neutral,1
DreSparkles Thank you! I finally made it to my destination,positive,2
jtrexsocial exactly! How? Ive been disconnected 3 times!!!!,negative,0
"#VIPLiveintheVieyard first time we tried to redeem pts for anything, it really did not go well. #disappointed",negative,0
"flight 2022 out of Phil, no update and was supposed to leave 15 minutes ago. Sitting in airport, wondering#irritated",negative,0
"Domestic. To be clear I do not have to sit in your lovely terminal, just need to be there 1 hour prior to boarding? Thanks!",neutral,1
been on hold for for over two hours. After waiting 2 hours earlier. Cant get any info on my reservation. How is that ok?,negative,0
Truthh4 they didnt give you the wifi password? Smh,negative,0
I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isnt a problem.,negative,0
4 flights Cancelled Flightled in one week?! Customer Service is,negative,0
"Wasnt frustrating! Well, not in any way reLate Flightd to yall, anyway. Impressed that I made it.",positive,2
I absolutely will. Where can I send it?,neutral,1
"call dropped amp no call back...another 45minhour for another rep. The worst CS ever, online, by phone amp in person.",negative,0
"Reminder From 228, well be tweeting from . I look 4ward to that follow back too!",neutral,1
Pathetic answer. Just found out my bag has been sitting at LGA for 20 hours and no call from you to lmk or delivery of bag. BAD,negative,0
ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? Ive been in YYZ since 5 AM.,negative,0
testing my patience this evening or shall I say morning?. We waited an hour at the gate for you to find a gate agent. 130am,negative,0
I cant get through to a customer rep to help me out. This is the only option I have got.,negative,0
the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.,negative,0
cnnbrk she tried they are not doing anything said they would talk to stewardess about serving drunks drinks how does that help,negative,0
I have been doing that all day. Cant find my bag anywhere bc theyre saying it was never scanned amp technically never left LAX.,negative,0
"is now recruiting for Fall 15, Spring 16 Internships. 22315, 5 6pm JindalCMC Davidson Auditorium1.118 #JSOM #UTDallas",neutral,1
"Hey, so... I think I left my wallet on you. Can I have it back, please?",neutral,1
well have all day and all the time in the world,positive,2
SDFAirport I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved,negative,0
thank you for the reply. I will fill out the form and submit it as requested. Good to know youre paying attention!,positive,2
"Woo! Update! Flight 915 is now possibly delayed by more than 2hrs! Power of positive thinking, people.",negative,0
wrote back saying its been a challenging week...thats for sure no shit.,negative,0
staralliance good. Maybe that will make up for losing my medallion. #ProbablyNot,neutral,1
"your b737800w literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k",negative,0
giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years 3rd delay. 7 meal voucher. Wow. Customer service!,negative,0
what is your plan to reduce delays?,neutral,1
U said 15mins to Take Off and now we were told 1hr more delay amp possible Cancelled Flightlation. How do U plan to rectify this? #Frustrated,negative,0
Okee doke,neutral,1
YASSSSS. Da Fuccc RT Our fleets on fleek.,neutral,1
v upset with your disability services. When I told one of your employees I was carrying medical equipment she was very rude.,negative,0
now U horrible people say you have no where for her to sleep?,negative,0
Thanks for doing that but now its telling me to go to the airport and check in with an agentwhats up?,neutral,1
"no, I had to leave for work. Would have not been possible. So I would love to have this replaced now",neutral,1
I called reservation at 1 am and Im still waiting for someone to call me back,negative,0
1k use to be special. 80 people in group one. Why not board global AND 1k together?,negative,0
. TyWinter its really the small thingsthe detailsthat make an excellent experience or a really irritating one.,positive,2
"if you cant guarantee parents will sit with their children, dont sell tickets with that promise! #jetblue",negative,0
yep as I saidi feel sorry for you that you have to run their account how embarrassing for you,negative,0
I just sent a long note with some suggestions. Thanks for getting back to me.,neutral,1
"No, I need you guys to not over book planes. Its not a concern, Ill just travel with someone else moving forward.",negative,0
". Yes, total of 4 hours on hold. With all the Cancelled Flightlations, one would think there would be more staff. Decided to cx and drive",negative,0
got it wish they would communicate more w us,negative,0
8 hours on the phone yesterday. Really? Still doesnt pick up status on US Air flight.,negative,0
"unable to locate baggage, this is frustrating. All my sons clothes and needs in it. #zfv #yyz #usairways #baggagelost",negative,0
"I understand, but its tough when there is no way to get to the airport wo serious risk of an accident. Its a steep price.",neutral,1
thanks I miss my dog and this delay is costing me a lot of money.,negative,0
go to hell,negative,0
I trust you enough to put my coat in my checked bag!,positive,2
"usairways US1799 CLTgtSFO in first no desert, no snack basket. Incoming was on time ? Whats up?",negative,0
thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail,negative,0
Same as yesterdays Cancelled Flighted flight. AA104. Your customer support is just awful!,negative,0
thank you very much for the help. Were do I pick up my bags aspen airport amp are they coming in today on flight911,positive,2
the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey,negative,0
This is unbelievable... Thank you so much! #DestinationDragons,positive,2
Not your fault Social Media Awesome People. I know everyone is working hard to get us in our way.,positive,2
"unfortunately no, but hoping I can catch one sometime in the near future!",neutral,1
"i was just severely upset by the rude cs rep. I get shes prob stressed, but I am too! An aw, let me help cld mk it btr",negative,0
please refund my ticket. What a terrible experience. #southwestfail,negative,0
cant even get on hold to wait to speak to someoneawesome,negative,0
spent hundreds to rectify the situation and you guys go quiet,negative,0
Flight 69 ha! one employee said they were reassigned another said they just left. I just want some warm weather!,negative,0
", youre really going to let delta and virginamerica get the best of you?",negative,0
62 inches !?,neutral,1
not to mention its a three hour wait to get an agent on the phone.,negative,0
. cover a rental car or refund our ticket? Ill gladly drive 10 hrs home than be stuck here till Tues!,negative,0
Fingers crossed amp its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,negative,0
has the smoooothest flight attendants. #SouthwestSmoothie,positive,2
"2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event",negative,0
thank you! Headed from LBC to OAK !,neutral,1
", why must you always delay my Late Flight night Orlando flights?",negative,0
any info on why flight 704 from SJU to JFK is already delayed 2 12 hours?,negative,0
"I would prefer a similar picture but full of E190 tails, but great shot!",positive,2
thanks! We would like an apology and a full refund. Please confirm when we will receive.,negative,0
Just in case you needed confirmation that on fleek is dead amp gone. RT Our fleets on fleek.,negative,0
"membership has no privileges anymore my son is in the army, short window to see him NO help.",negative,0
thanks well be in touch!,positive,2
WIFI is so slow it totally precludes working on the web. Will NOT book SWA for business travel. Wish I hadnt lit 24 on fire,negative,0
thx i managed to figure it out by trying diff confirmation #s as i booked. just annoying its not readily available!,negative,0
flight to PHL from FLL Cancelled Flighted 221 no flight available until 224 done with SW. They are a pain to deal with,negative,0
and its a really big bad thing about it,negative,0
United flight 4465 almost half an hour at the Tarmac waiting for papers... Cannot miss my connection at IAH !,negative,0
make this delay go away. Maybe upgrade me and Kats seats. We are headed to Columbus.,negative,0
"well. As of yet, our checked bag has already vanished and we havent left the airport yet.",negative,0
how can i get ahold of a reservations supervisor?,neutral,1
outsourcing ticket and gate agents at MIA. Ill advised. You did it in ROC and service went downhill. Keep employees and fliers first,negative,0
The website wont let me view my reservation due to changes made outside Im on hold now to get help.,negative,0
"worst agents in US at Ft. Lauderdale Airport passengers stand in line, getting status alerts amp still didnt make an announcement",negative,0
thanks for keeping us safe,positive,2
thank you for the confirmation. Maybe people on my flight have directional dislexia.,positive,2
What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow,negative,0
"flying out of BUF 2 BOS, missing captain... Really? Delayed til 200... Not happy...",negative,0
Not your finest moment in Boston right now!,negative,0
your app repeatedly crashed and failed to display my name when checking in. Was unable to use app.,negative,0
"sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags",negative,0
they said because there was no meal on my flight they would not what airline serves food anymore? Update in policy?,negative,0
I will not be flying you again,negative,0
my friend lost luggage on flight 1547. What to do?,negative,0
"yes yes yes,so glad to be headed home!",positive,2
youre just using automated responses and dont have the decency to actually carerespond,negative,0
"rebooting Chicago dispatch system, need pivotalcf as Im tired of sitting on planes",neutral,1
on hold 45 minutes trying to rebook Cancelled Flightled flight. Really?,negative,0
thanks for taking my flight off the board AND NOT PROVIDING and updates about my flight which is 26 minutes Late Flight.,negative,0
for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?,neutral,1
Only fluctuated because aa took 2 hrs to call me back.Ended up paying extra in US so above statement not true,negative,0
how do I redeem a travel voucher for a flight if I cant reach a travel agent by phone? My hold expires in 24 hours,negative,0
citizen. I fly your airline constantly and am so offended. Derrick Bussey. Now Im crying on this airplane because Im so upset,negative,0
they put me on the next flight available.. tomorrow morning Any idea if BNA will be open in the morning for my flight?,negative,0
oh my god thank you so much!!! I just sent you a DM,positive,2
"A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period. I submitted a doctors note.",negative,0
"Handled on the phone. Unfortunately it wiped out an entire trip, which is why Im so displeased.",negative,0
give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers,negative,0
thanks for the help,neutral,1
any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,neutral,1
DeltaAssist what I have to say is more than 140 characters! Plus you dont follow me,negative,0
I need #United to be a better airline!!,negative,0
..still here. feet are freezing bc doors have been open. Flt time was 830. We have fuel but now waiting for rampers #AA4285,negative,0
Flight 3744 N284WN departs FlyTPA enroute to PHXSkyHarbor,neutral,1
"is there any way to manually add gift cards to an exEU ticket AA metal on long haul,BA for intraEU?",neutral,1
When will you release November flights for Flight Booking Problems?,neutral,1
cant wait!!! 787!!! tpallini,positive,2
I am following you now.,neutral,1
"OMGee!!! #OnFleek Why Why?!? How many people even know what that means, lol?",neutral,1
"What about if I booked it through Orbitz? My email is correct, but theres a middle party.",neutral,1
Ive been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?,negative,0
youre not finding it bc rebooked us on your airline when they realized they couldnt get us home and were at ORD,negative,0
"read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",negative,0
FortuneMagazine Congrats!,positive,2
I sure did. I had to drive a total of 3 hours to get my own bag. Id like to explain that debacle but no one wants to talk to me.,negative,0
Love to report how horrible this flight is to your team. Lets make it worse...as they get to my seat...out of all snacks,negative,0
"Dear SWA, I fly you a lot. Most of the time, amazing. Today unacceptable.I am sitting here in Midway delayed 20 min....",negative,0
its pretty stupid and I probably wont fly it again. Plus hearing nightmare stories of overbooked flights.,negative,0
thanks! Calling right now!,positive,2
"aha, ok. Thanks! Was worried there might not be a seat at all Will do it at the airport tomorrow then!",positive,2
will do. I also passed the website around to other passengers.,neutral,1
any idea when the flight will actually take off?,neutral,1
sorry to report we are stuck on Tarmac.. Being held so #notwheelsup,negative,0
I paid for my ticket on PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.,negative,0
lukemcintosh68 nah you wouldnt,neutral,1
I need refund.,negative,0
"Nope, no more chances. Your airline messed up both ways of our trip.",negative,0
connection made. Thanks again this week. #daddyshome,positive,2
"Is Flight 713 from Love Field to SFO definitely Cancelled Flightled for Monday, February 23?",neutral,1
continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,negative,0
Thanks for the reply. The box is not mine and Im not missing one. It was added to my bag ....,negative,0
"on 220 Denver AP, gate B91 destination Santa Fe, agent Ashley did an amazing job in the face of an angry traveler. Kudos.",positive,2
"Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",negative,0
thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail,negative,0
"Whats up with delays to and from Boston today? My sister is trying to go home, and broinlaw trying to come to RDU. Craziness!",negative,0
instead they yelled at him and told him to call a number that will not pick up due to call volume,negative,0
"surprise me. Otherwise, the flight is over and I dont have a good feeling about your airline.",negative,0
I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,negative,0
"as if a 4 hour maintenance delay wasnt enuf, u charge me 25bag as a global service platinum mbr. Get ur shit together",negative,0
"If youd love to see more girls get inspired about becoming pilots, RT our free Albuquerque event.",neutral,1
No. Denver said they dont handle baggage that made it to Colo. Springs. They gave me an 800 number to call. No help there either.,negative,0
too bad Im getting this memo Your reservation contains modifications that prevent you from changing it online. #FUSTURATED,negative,0
flight # 317,negative,0
hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,negative,0
now on hold for 75 minutes.,negative,0
NHLBruins repping the Bruins in Cleveland at Rock n Roll HOF amp The Christmas Story house #JetBlueBruins,neutral,1
I have 2d and 3d embossed badges and patches superior to the ones you are currently using.,neutral,1
i would like to know if its possiable to checkin online or must it be done at Schiphol?,neutral,1
do you guys have another flight for today that you can book me on from laguardia to louisville ky?,neutral,1
", I really appreciate you alls #BHM commercial that aired today during BETs #BookofNegroes",positive,2
Frontier is currently offering their weather exceptions for this weekend. When is United?,neutral,1
I think DM would be better,negative,0
"PHLAirport Cancelled Flighted flight due to weather no problem, but wait for luggage for 4 hours?? IT MUST BE DELIVERED!!",negative,0
Youve met your match.Got status on another airline? Upgrade asarcoESar ?,neutral,1
direct flights to SFO leaving from same airport with and can you please put me on one of those?,neutral,1
everything OK? This is my 3rd call for the day and this time Ive been on hold for 1.5 hrs. Ill hang up and try again.,negative,0
Every United flight between Saipan and Guam is an adventure! You never know when CapeAirs old plane will be operational,positive,2
Thank you. Good suggestion. I checked and we were not rebooked. Well keep checking and looking for other flights,positive,2
#worst2unitedflightsever UA 236 LAS to IAD 224 mechanical problems again took off had to land for fix delayed again #wtfodds!,negative,0
"would have been had I seen this before 1130pm EST, when I was sound asleep.",negative,0
Do you guys know your checkin links from emails are broken?,negative,0
There is only one club at LAX in terminal 7 across from gate 71,neutral,1
why do #exp members have to wait over 2 hours to speak with an operator? Surely this is a mistake?,negative,0
Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does?,neutral,1
"whenever I cheat on you it goes horribly wrong! I promise, I wont stray anymore. Im talking about you Delta!",negative,0
it MIGHT have went through. No confirmation. Please wait then same form.,negative,0
"That doesnt make any sense. Ive been 1K for over 5 years, and youre making it harder to keep me loyal.",negative,0
"I will do delayed baggage claim when I land. Hopefully the bag isnt broken into, damaged or lost wc will result in more complaints",negative,0
usairways Need to change div miles ticket after travel started due to weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?,negative,0
Thanks for the upgrade please try to get my company to approve more business class travel.,positive,2
"4 segments, 44 delayed. Gnv gt CTL . CTL gt JAN . JAN gt CTL . CTL gt GNV. My year off from flying with you guys was the way to go.",negative,0
you quite possibly ruined my entire first day in South Florida bc of your disorganization. #GetItTogether,negative,0
we are bringing 2 guitars. can we bring them as carry on?,neutral,1
flight attendant was hesitant to give me more baby sized cookies,negative,0
being told tough break and this is how it is is unacceptable. You cant even tell me when my bags will be here,negative,0
"Sorry, what equipment? Have the passengers been allowed to return to the plane?",neutral,1
Northern California coast,neutral,1
is that supposed to change in the near future?,neutral,1
WHERE IS MY BAG?!?!?!,negative,0
"after being assured by the pleasant woman at gate B11 in Albany, NY that lifes not perfect, Id heard enough.",negative,0
Well lets see. You could pay for my Negroni with bitcoin.,negative,0
thank you. We filled out a claim and hope to have the bags tomorrow.,positive,2
why do you continually play the according to federal regulations every 58 seconds. I could see if you had quicker service...,negative,0
over 15 minutes without talking to a human at what point would you recommend I call,negative,0
yes but again valuable time has been lost,negative,0
Why we cant have nice things. RT Our fleets on fleek.,neutral,1
I would love a 1 #RedCarpet treatment,neutral,1
"its just a bug report, guys",neutral,1
needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,negative,0
why doesnt your terminal B in LGA have precheck? Makes me want to never fly your airline,negative,0
fuck you.,negative,0
right now completely pissed off,negative,0
flight attendant regains karma by giving big sweaty dad cold water. Guy was running amp carrying his daughter. Last one onboard.,positive,2
flight from san fransico to jfk was evacuated why?,negative,0
Stop this madness RT Our fleets on fleek.,neutral,1
its like youre trying to make me hate your airline. Fee for each checked bag thats never mentioned in the ticket rude agents,negative,0
"I need you to get my cousin to PDX, shes on 2 days of travel now and weve had to hire other sitters til she arrives, thx for that",negative,0
its not about the delay. Its about the communication.,negative,0
We already won the tickets but shes totally on a beach right now. #flightlanding #sunscreen #feelsgood,neutral,1
are people going to answer our calls?,negative,0
.....and they waited 5 hours in a stuffy plane until they could get off then 7 more hrs to get their luggage #AmericanAirlines,negative,0
"Usairways need to learn operations. Sit a plane overnight at #gsp, and not realize theres a mech problem. Then delay flight 3 12 hours!",negative,0
delays to the max,negative,0
to start 2xdaily #B737700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek,neutral,1
its just the principle its hard to get mugged amp not be upset you took my money amp didnt give me anything #wrongiswrong,negative,0
no they arent I just called to check. #WORSTCUSTOMERSERVICE,negative,0
in miami and the agents Rachel Wong and Marisol Pimentel were very pleasant in a world of chaos a BIG .thank u,positive,2
can you please connect these two reservations together and also add a child in a lap. KEVOLT and SOZLDJ march 1. Thanks,neutral,1
MAC computer left on BWI to LA flight on 14th. Reward for recovery info important to owner.#HELP #passengers #honesty,neutral,1
and I cant get through on any phones,negative,0
annricord both!,neutral,1
"U dont have Atlanta to San fransisco in 99 in the present sale, like u had in the last sale?Im looking for 2 return tickets",neutral,1
Im unable to check in for flight 2119 BOSDCA and havent heard if flight was Cancelled Flightedrescheduled. Any updates??,negative,0
can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,positive,2
? RT WMCActionNews5 New airline expected to make its way to MEM,neutral,1
what do I need to do when TSA pre doesnt show for a flight of mine?,negative,0
"dont get me wrong i love flying with you. Tv, free bags and descent fares. The recent plane problems are just annoying.",negative,0
Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint,positive,2
none of your sample itineraries can actually be booked Every last leg back to US says invalid,negative,0
the person is currently bettween gates 71A and 73 in LAX,neutral,1
"said that AA does not provide inflight wifi on the routes to China based on some federal laws, but United does, why is that?",negative,0
. thanks!,positive,2
yes Ive boarded this way many times amp have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way,neutral,1
Clarkey19 we done it with 1 truck... No biggie,neutral,1
and Carol Thrower are passengers. Fort Lauderdale airport.,neutral,1
is hosting an TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,positive,2
24 hours on the AirPort,negative,0
"we are on two more flights today, lets hope the kit does not get the same treatment!!",negative,0
pathetic to have your gate agents lie to my face when you are at fault,negative,0
How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.,negative,0
virginamerica What is your phone number. I cant find who to call about a flight reservation.,negative,0
Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control,negative,0
"my flight out of BGM Cancelled Flightled last night, I get a hotel voucher, but had to pay for a cab back. Worse cab experience ever",negative,0
us2118 My wife in Boston says no snow right now.,negative,0
Flight 1951. Bags havent come and we landed 30 minutes ago.,negative,0
"Would love to DM you, but my Twitter app says youre not following me and I cant.",negative,0
"Hi JH, my experience with United has been entirely disgusting but yes, Id like assistance in getting compensated for my bag.",negative,0
I love how just to give feedback to this link I have to fill out all my personal info on a form. You guys are the best,negative,0
I am committed okay please hook me up for #DestinationDragons,neutral,1
look at this beauty dc10 united airlines Hope you like this beauty,positive,2
No worries at all. Yall have a good one!!,positive,2
See photo of B787 scale model amp our PN 320008A wheel deflator specified in Chapter 32 of B787 AMM.,neutral,1
americanair I sure do. Im running version 3.10.0,neutral,1
will you hold #475 today for connecting passengers coming from delayed flights?,negative,0
You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...,negative,0
once or twice a year. Hard to get vacation time from work sometimes. But love flying with you guys!,positive,2
No I have not.,negative,0
"loving the new planes and the lighting, only wish windows were larger.",positive,2
"Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, dont believe verbal or written confirmations from United",negative,0
Reply to Doesnt do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.,negative,0
hello! I never received a confirmation code for my flights though they are confirmedso says the automated reply. Any ideas?,negative,0
Im over you. Evry 1st flight I take w you is delayed amp evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup,negative,0
do you REALLY think its okay to sit kids away from parents?! Srsly?! Esp after your landing gear failure??,negative,0
have you ever lost luggage with an infant and a 4 year old? Then customer service never answered the phone. Ive tried all night.,negative,0
Our fleets on fleek.,neutral,1
Hi guys.I have 225 RNODFW tomorrow.Plane coming from DFW with bad weather in AM.should I consider Froute as I have connect?,neutral,1
1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!,negative,0
we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? JenniferWalshPR Your dissatisfaction is und,negative,0
Imaginedragons I tried. Its okay,neutral,1
got another flight. Thanks you,positive,2
apologies help. Would have been nice had supvsr. Sally in CLE offered one. Not usual gr8 southwest customer service I love,negative,0
". I wouldnt describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost amp return it.",negative,0
dmed back,neutral,1
The phone line disconnects. How can I be in the queue to be answered when the phone line simply disconnects when I call?,negative,0
has the worst customer service line. Ive called them 8 times today and not once was I able to talk to a real human being.,negative,0
tried again. Lovely customer service. Thank you!,positive,2
thats if it is ever complete and if i can ever get through customer service #theydontanswer,negative,0
HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if newairplanes are used. They are gr8,neutral,1
#wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,negative,0
we tried. We are headed to a funeral in Cincinnati and your people didnt even tell us we could get on standby.,negative,0
SVLLINDIA provides you the best logistics experience for people all over India. #Mumbai #Surat #NaviMumbai,positive,2
"thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain",negative,0
I would be eternally grateful for tickets to the Vegas show God bless,neutral,1
I want the flight I have on hold. I dont want a new flight.,negative,0
I understand a delay but to be stuck on the plane longer than the flight is unacceptable,negative,0
Why was flight 669 forced to return to NY when there was a malfunction? Why not land in the countless air strips surrounding Chi?,negative,0
needs to get its act together in #PHX,negative,0
", no. Rebooked with American and United said theyd transfer our bags to them.",negative,0
to start daily #B737700 flights from #Columbus OH to #Oakland on 8AUG #avgeek,neutral,1
"I used the call back feature with an operator regarding my flight, got a call 2 hours Late Flightr and got hung up on. #pleasehelp",negative,0
thanks for the reply. If you can get me a better seat on my next leg to Munich. That would be nice.,positive,2
thank you. I was given this same reply 2 years ago. Can you direct me to an area I can learn more about the improvements?,negative,0
turned my nonstop flight between Laguardiadal into a 1 stop in STL. WTH? Im thinking some sorta comp is in order? REALLY?,negative,0
United why cant you have an EnglishSpanish rep call me so we can locate my bag and resolve this issue?,negative,0
"I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.",negative,0
"just a heads up, this page no longer exists",negative,0
doesnt purchasing ticket with a united card give me priority boarding ?,neutral,1
"United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, theres no overhead space.",negative,0
Flight 395. Rolling delay of 1 hour 42 minutes,negative,0
turns into with such difficulty to past loyal customer. As a AA platinum flyer usair couldnt be more unhelpful. Why,negative,0
Sent my suggestion and comments via the link provided..,neutral,1
online flight notification is down.,neutral,1
